tinh;huyen;xa;diaban;hoso;m7c1;m7c2;m7c3;m7c4;m7c5;m7c6;m7c7;m7c8;m7c9;m7c10;m7c11;m7c12;m7c13;m7c14;m7c15;m7c16;m7c17;m7c18;m7c19;m7c20a;m7c20b;m7c21;m7c22;m7c23;m7c23a;m7c24;m7c241;m7c242;m7c25;m7c251;m7c252;m7c253;m7c254;m7c26;m7c27;m7c27a;m7c28;m7c29;m7c30;m7c31;m7c32;m7c33;m7c34;m7c35;m7c36;m7c37;m7c38;m7c39;m7c391;m7c40;m7c41;m7c42;m7c43;m7c44
401;9;33;6;15;1;45;4;2005;5;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;4;2;;3;2;;;0;2;;;
401;11;13;8;13;2;102;4;1999;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;2;13;2;2;;5;1;1;504;3;2;;;504;1;2;;
401;11;13;8;14;1;54;4;2007;5;1;2;;;;;50000;2;;;;;;2;;;;1;42000;13600;0;;;0;;;;;7;2;1;2;13;2;2;;5;1;1;144;3;2;;;13744;2;;;
401;11;13;8;15;2;92;4;1999;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;2;13;2;2;;5;1;1;300;3;2;;;300;2;;;
401;13;7;2;13;1;33;4;2004;5;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;4;1;1;136;5;2;;;136;2;;;
401;13;7;2;14;1;70;4;1996;;1;2;;;;;250000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;1200;5;2;;;1200;1;2;;
401;13;7;2;15;1;50;4;2007;5;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;278;5;2;;;278;2;;;
401;13;31;8;13;1;90;5;1976;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;1;1;218;3;2;;;218;2;;;
401;13;31;8;14;1;54;5;1994;;1;2;;;;;6000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;1;2;1;8;2;2;;5;1;1;198;3;2;;;198;2;;;
401;13;31;8;15;1;70;4;1976;;1;2;;;;;15000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;1;1;1;8;2;2;;4;1;1;840;5;2;;;840;2;;;
401;15;1;7;13;1;45;4;1987;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1800;3;2;;;1800;1;1;12;1800
401;15;1;7;14;1;45;4;1984;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;480;3;2;;;480;2;;;
401;15;1;7;15;1;30;4;1985;;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;360;3;2;;;360;2;;;
401;15;7;8;13;1;46;4;1992;;1;2;;;;;70000;2;;;;;;2;;;;2;;;1000;;;0;;;;;5;2;2;1;5;2;2;;6;1;1;240;3;2;;;1240;2;;;
401;15;7;8;14;1;40;4;1995;;1;2;;;;;50000;2;;;;;;1;1;1990;;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;6;1;1;180;3;2;;;180;2;;;
401;15;7;8;15;1;41;4;1981;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;300;3;2;;;300;2;;;
401;15;23;4;14;1;66;4;1979;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;6;2;2;;5;1;1;300;4;2;;;300;2;;;
401;15;23;4;19;1;40;4;2000;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;4;1;1;300;4;2;;;300;2;;;
401;15;23;4;20;1;20;4;2002;4;1;2;;;;;9000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;1;1;120;4;2;;;120;2;;;
401;15;39;18;13;1;35;4;1961;;1;2;;;;;42000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;300;3;2;;;300;2;;;
401;15;39;18;14;1;40;4;1991;;1;2;;;;;43000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;360;3;2;;;360;2;;;
401;15;39;18;15;1;40;4;1973;;1;2;;;;;47000;1;2;;;;25000;2;;;;2;;;0;;;0;;;;;5;2;1;2;5;2;2;;3;1;1;240;2;2;;;240;2;;;
401;19;9;3;13;1;40;4;2005;5;1;2;;;;;79000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;700;5;2;;;700;2;;;
401;19;9;3;14;1;35;4;2003;4;1;2;;;;;100000;2;;;;;;2;;;;2;;;10000;;;0;;;;;5;2;2;2;5;2;2;;3;1;1;500;2;2;;;10500;2;;;
401;19;9;3;15;1;40;4;2004;5;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;510;5;2;;;510;2;;;
401;19;27;4;13;1;40;4;2006;4;1;1;2;0;0;1;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;1;0;3;1;1;500;5;2;;;500;2;;;
401;19;27;4;14;1;45;4;1990;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;1;1;13;2;2;;3;1;1;1100;5;2;;;1100;2;;;
401;19;27;4;15;2;60;4;1994;;1;2;;;;;60000;1;2;;;;20000;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;780;5;2;;;780;2;;;
401;19;45;11;13;1;60;4;2007;4;1;2;;;;;150000;1;2;;;;50000;2;;;;1;100000;100000;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;510;5;2;;;100510;2;;;
401;19;45;11;15;1;45;4;1992;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;300;5;2;;;300;2;;;
401;19;45;11;20;1;28;4;2007;4;1;2;;;;;40000;2;;;;;;2;;;;1;40000;40000;0;;;0;;;;;5;2;1;1;5;2;2;;6;1;1;300;5;2;;;40300;2;;;
401;21;1;4;13;2;84;5;1994;;1;2;;;;;300000;1;2;;;;60000;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;660;5;2;;;660;2;;;
401;21;1;4;14;1;120;2;2004;5;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1200;1;1;120;;1320;2;;;
401;21;1;4;15;1;200;2;2006;5;1;2;;;;;350000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;5;2;2;;1;1;1;1200;1;1;120;;1320;2;;;
401;21;11;8;13;1;100;4;1984;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;1;1;13;2;2;;5;1;1;240;5;2;;;240;2;;;
401;21;11;8;14;1;98;4;1983;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;156;5;2;;;156;2;;;
401;21;11;8;15;1;54;4;1994;;1;2;;;;;56000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;310;5;2;;;310;2;;;
401;21;29;12;13;1;40;4;2002;5;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;336;5;2;;;336;2;;;
401;21;29;12;15;1;90;4;1999;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;396;5;2;;;396;2;;;
401;21;29;12;19;1;60;4;1990;;1;2;;;;;86000;2;;;;;;2;;;;2;;;0;;;4000;;;;;5;2;1;1;5;2;2;;1;1;1;840;3;2;;;4840;2;;;
401;21;45;15;13;2;100;4;2005;5;1;2;;;;;95000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;420;5;2;;;420;2;;;
401;21;45;15;14;1;50;4;1998;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;420;5;2;;;420;2;;;
401;21;45;15;15;1;35;4;1996;;1;2;;;;;18000;2;;;;;;2;;;;2;;;5000;;;0;;;;;5;2;2;1;5;2;2;;5;1;1;240;4;2;;;5240;2;;;
401;23;23;3;13;1;60;4;2006;5;1;2;;;;;9000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;2;13;2;2;;5;1;1;220;3;2;;;220;2;;;
401;23;23;3;14;1;55;4;2006;5;1;2;;;;;9000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;5;13;2;2;;5;1;1;270;2;2;;;270;2;;;
401;23;23;3;19;1;60;4;2006;5;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;2;13;2;2;;5;1;1;240;2;2;;;240;2;;;
401;25;9;8;13;1;30;4;2001;5;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;540;3;2;;;540;2;;;
401;25;9;8;14;1;40;4;2004;4;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;420;3;2;;;420;2;;;
401;25;9;8;15;1;36;4;2004;5;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;120;5;2;;;120;2;;;
401;27;7;5;13;1;36;5;2000;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;1;5;2;2;;5;1;1;120;5;2;;;120;2;;;
401;27;7;5;14;1;60;4;1994;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;160;;;;;5;2;1;1;5;2;2;;5;1;1;600;5;2;;;760;2;;;
401;27;7;5;15;1;40;4;1986;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;100;;;;;5;2;1;1;5;2;2;;5;1;1;144;5;2;;;244;2;;;
401;27;23;11;13;1;60;3;2000;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;660;5;2;;;660;2;;;
401;27;23;11;14;1;90;4;2000;;1;2;;;;;100000;1;2;;;;25000;1;2;2000;;2;;;12000;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;720;5;2;;;12720;1;2;;
401;27;23;11;15;1;40;4;1980;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;480;5;2;;;480;2;;;
401;29;9;4;13;1;20;4;1990;;1;2;;;;;15000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;60;3;2;;;60;2;;;
401;29;9;4;14;1;60;4;1989;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;340;3;2;;;340;2;;;
401;29;9;4;15;1;67;4;1959;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;1678;;;;;4;1;1;4;4;2;2;;3;1;1;432;3;2;;;2110;2;;;
401;29;23;5;13;1;35;4;1988;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;400;5;2;;;400;2;;;
401;29;23;5;14;1;40;4;1992;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;550;5;2;;;550;2;;;
401;29;23;5;15;1;40;4;1985;;1;2;;;;;40000;2;;;;;;2;;;;2;;;7667;;;0;;;;;5;1;1;1;5;1;2;;3;1;1;500;5;2;;;8167;2;;;
401;31;5;10;13;1;48;2;1997;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;1;9;;2;;1;1;1;310;4;2;;;310;2;;;
401;31;5;10;14;1;38;4;1998;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;9;;2;;5;1;1;380;4;2;;;380;2;;;
401;31;5;10;15;1;42;4;1996;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;5;1;1;320;3;2;;;320;2;;;
401;31;25;3;13;1;40;4;1975;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;1;5;1;2;;6;1;1;400;3;2;;;400;2;;;
401;31;25;3;14;1;40;4;2003;4;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;1;5;2;2;;5;1;1;420;3;2;;;420;2;;;
401;31;25;3;15;2;200;4;1982;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;2;1;4;2;2;;1;1;1;500;3;2;;;500;2;;;
401;31;39;8;13;1;48;4;1980;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;485;3;2;;;485;2;;;
401;31;39;8;14;1;45;4;1990;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;690;4;2;;;690;2;;;
401;31;39;8;15;1;50;4;1998;;1;2;;;;;55000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;670;4;2;;;670;2;;;
401;33;7;2;13;1;144;2;2006;4;1;2;;;;;550000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;1;1;1;850;3;2;;;850;2;;;
401;33;7;2;14;1;45;4;1999;;1;2;;;;;75000;2;;;;;;2;;;;2;;;0;;;150;;;;;5;2;1;1;5;2;2;;3;1;1;480;4;2;;;630;2;;;
401;33;7;2;15;1;40;3;2000;;1;2;;;;;85000;2;;;;;;2;;;;2;;;0;;;150;;;;;4;2;1;1;4;2;2;;3;1;1;480;4;2;;;630;2;;;
401;33;11;5;13;1;48;3;2003;4;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;3;1;1;500;3;2;;;500;2;;;
401;33;11;5;14;1;60;2;2003;4;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;9;;2;;2;1;1;920;3;2;;;920;2;;;
401;33;11;5;15;1;45;4;1980;;1;2;;;;;34000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;3;1;1;400;3;2;;;400;2;;;
401;33;25;6;13;1;47;4;2002;5;1;2;;;;;35000;1;2;;;;70000;2;;;;2;;;0;;;0;;;;;4;2;1;1;9;;2;;1;1;1;650;1;1;72;;722;2;;;
401;33;25;6;19;1;29;4;1990;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;500;;;;;4;2;1;1;9;;2;;2;1;1;620;1;1;72;;1192;2;;;
401;33;25;6;23;1;42;4;1959;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;9;;2;;3;1;1;456;1;1;72;;528;2;;;
401;33;39;9;13;1;60;4;1994;;1;2;;;;;42000;2;;;;;;2;;;;2;;;1700;;;0;;;;;4;2;1;1;9;;2;;2;1;1;820;3;2;;;2520;2;;;
401;33;39;9;14;1;40;4;1986;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;3;1;1;200;3;2;;;200;2;;;
401;33;39;9;15;1;65;4;2007;4;1;2;;;;;40000;2;;;;;;2;;;;2;;;4100;;;0;;;;;5;2;1;1;9;;2;;2;1;1;450;5;2;;;4550;2;;;
401;33;53;6;13;1;55;3;2000;;1;2;;;;;65000;1;2;;;;60000;2;;;;2;;;0;;;250;;;;;5;2;1;1;5;2;2;;1;1;1;600;4;2;;;850;2;;;
401;33;53;6;14;1;60;3;1994;;1;2;;;;;90000;1;2;;;;60000;2;;;;2;;;0;;;250;;;;;4;1;1;1;4;2;2;;1;1;1;700;4;2;;;950;2;;;
401;33;53;6;15;2;82;3;1992;;1;2;;;;;65000;2;;;;;;2;;;;2;;;0;;;250;;;;;5;2;1;1;5;2;2;;2;1;1;600;4;2;;;850;2;;;
401;35;15;14;13;1;38;4;1989;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;960;5;2;;;960;2;;;
401;35;15;14;14;1;48;4;2004;4;1;2;;;;;95000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;370;1;1;15;;385;2;;;
401;35;15;14;15;1;70;4;1980;;1;2;;;;;90000;2;;;;;;2;;;;2;;;0;;;280;;;;;4;2;2;1;4;2;2;;5;1;1;330;5;2;;;610;2;;;
401;35;31;6;13;2;70;4;1982;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;540;4;2;;;540;2;;;
401;35;31;6;14;1;45;4;1987;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;540;1;1;24;;564;2;;;
401;35;31;6;15;1;40;4;1994;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;600;1;1;24;;624;2;;;
401;35;43;4;13;1;50;4;2003;4;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;1;1;1;6;1;2;;3;1;1;540;1;1;54;;594;2;;;
401;35;43;4;14;1;35;4;1991;;1;2;;;;;60000;1;2;;;;30000;1;11;2006;;2;;;0;;;0;;;;;5;1;1;1;5;1;2;;1;1;1;600;1;1;18;;618;2;;;
401;35;43;4;19;1;65;4;2001;5;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;1;5;1;2;;5;1;1;360;1;1;18;;378;2;;;
401;35;57;6;13;1;40;4;2006;5;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;5;1;1;180;5;2;;;180;2;;;
401;35;57;6;14;1;40;4;1997;;1;2;;;;;100000;1;2;;;;140000;1;2;1993;;2;;;0;;;4500;;;;;4;1;1;1;4;1;2;;3;1;1;615;2;2;;;5115;2;;;
401;35;57;6;15;2;60;4;1998;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;600;5;2;;;600;2;;;
401;37;1;1;13;1;50;4;1998;;1;2;;;;;140000;2;;;;;;1;10;1995;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1475;1;1;84;;1559;1;1;3;1559
401;37;1;1;14;1;60;4;1992;;1;2;;;;;250000;2;;;;;;1;10;1991;;2;;;0;;;0;;;;;4;2;2;1;4;2;2;;1;1;1;840;1;1;84;;924;2;;;
401;37;1;1;15;1;160;2;1994;;1;2;;;;;300000;2;;;;;;1;8;1992;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1440;1;1;84;;1524;1;2;;
401;37;19;7;13;1;40;4;2001;4;1;2;;;;;56000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;520;5;2;;;520;2;;;
401;37;19;7;14;1;30;4;2002;5;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;450;5;2;;;450;2;;;
401;37;19;7;15;1;30;3;2008;4;1;2;;;;;58000;2;;;;;;2;;;;1;40000;18000;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;480;5;2;;;18480;2;;;
401;37;33;6;13;1;35;4;1998;;1;2;;;;;65000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;495;4;2;;;495;2;;;
401;37;33;6;14;1;80;4;2000;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;540;1;1;36;;576;2;;;
401;37;33;6;20;1;80;4;1999;;1;2;;;;;130000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;720;1;1;36;;756;1;2;;
401;37;45;9;13;1;80;4;1993;;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;850;1;1;90;;940;2;;;
401;37;45;9;14;1;45;4;1975;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;600;4;2;;;600;1;2;;
401;37;45;9;15;1;50;4;2007;5;1;2;;;;;46000;2;;;;;;2;;;;1;26000;0;0;;;0;;;;;5;1;1;1;5;1;2;;1;1;1;480;1;1;48;;528;2;;;
401;37;61;5;13;2;56;4;2006;4;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;300;3;2;;;300;2;;;
401;37;61;5;14;1;44;4;1965;;1;2;;;;;31000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;180;5;2;;;180;2;;;
401;37;61;5;15;1;42;4;1999;;1;2;;;;;32000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;252;2;2;;;252;2;;;
401;37;75;11;13;1;56;4;1981;;1;2;;;;;52000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;720;5;2;;;720;2;;;
401;37;75;11;14;1;48;4;1987;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;456;5;2;;;456;2;;;
401;37;75;11;15;1;56;4;1995;;1;2;;;;;58000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;480;4;2;;;480;2;;;
401;39;11;6;13;1;50;4;1981;;1;2;;;;;40000;1;2;;;;50000;2;;;;2;;;0;;;1000;;;;;5;2;1;1;5;2;2;;3;1;1;600;5;2;;;1600;2;;;
401;39;11;6;14;1;20;4;1950;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;4;2;2;;5;1;1;600;4;2;;;600;2;;;
401;39;11;6;15;1;60;4;1981;;2;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;5;2;2;;5;1;1;180;6;2;;;180;2;;;
401;39;23;2;13;1;40;4;1973;;1;2;;;;;17000;2;;;;;;2;;;;2;;;7000;;;100;;;;;5;2;1;1;5;2;2;;3;1;1;420;6;2;;;7520;2;;;
401;39;23;2;14;1;50;3;1999;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;1000;;;;;9;;;1;4;1;2;;3;1;1;550;6;2;;;1550;2;;;
401;39;23;2;15;1;92;2;2007;4;1;2;;;;;160000;2;;;;;;2;;;;1;160000;160000;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;420;4;2;;;160420;2;;;
401;39;41;3;13;1;40;4;1996;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;425;5;2;;;425;2;;;
401;39;41;3;14;1;45;4;1975;;1;2;;;;;26000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;2;2;;3;1;1;360;4;2;;;360;2;;;
401;39;41;3;15;1;46;4;1979;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;5;1;2;;3;1;1;530;5;2;;;530;2;;;
401;39;49;14;13;1;36;4;2005;5;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;3;1;1;240;1;1;54;;294;2;;;
401;39;49;14;14;1;38;4;1991;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;1;1;1;380;1;1;54;;434;2;;;
401;39;49;14;15;1;40;4;1987;;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;4;2;4;2;2;;2;1;1;720;6;2;;;720;2;;;
401;41;5;6;13;1;40;4;1992;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;2;;5;2;;;0;2;;;
401;41;5;6;14;1;20;4;1998;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;360;5;2;;;360;2;;;
401;41;5;6;15;1;48;4;1994;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;420;5;2;;;420;2;;;
401;41;17;9;13;1;40;4;1996;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;5;1;1;300;4;2;;;300;2;;;
401;41;17;9;14;1;40;4;2000;;3;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;1;2;;5;1;1;420;3;2;;;420;2;;;
401;41;17;9;15;1;180;4;1970;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;120;3;2;;;120;2;;;
401;41;29;3;13;1;25;4;1999;;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;2;2;;3;1;1;360;5;2;;;360;2;;;
401;41;29;3;15;1;40;4;1987;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;300;4;2;;;300;2;;;
401;41;29;3;19;1;40;4;1998;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;420;5;2;;;420;2;;;
401;41;43;8;13;1;40;4;1952;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;240;4;2;;;240;2;;;
401;41;43;8;14;1;20;4;1985;;1;2;;;;;5000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;100;5;2;;;100;2;;;
401;41;43;8;15;1;28;4;1994;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;300;5;2;;;300;2;;;
401;41;57;13;14;1;60;4;1987;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;2;2;;1;1;1;840;3;2;;;840;2;;;
401;41;57;13;15;1;30;4;1989;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;1;5;1;2;;1;1;1;480;4;2;;;480;2;;;
401;41;57;13;19;1;40;4;1982;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;336;5;2;;;336;2;;;
401;43;9;3;13;1;50;3;2006;4;1;2;;;;;90000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1100;1;1;140;;1240;2;;;
401;43;9;3;14;1;60;4;1991;;1;2;;;;;80000;2;;;;;;2;;;;2;;;18000;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;480;1;1;12;;18492;2;;;
401;43;9;3;15;1;20;4;2005;4;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;6;1;1;240;1;1;12;;252;2;;;
