tinh;huyen;xa;diaban;hoso;m7c1;m7c2;m7c3;m7c4;m7c5;m7c6;m7c7;m7c8;m7c9;m7c10;m7c11;m7c12;m7c13;m7c14;m7c15;m7c16;m7c17;m7c18;m7c19;m7c20a;m7c20b;m7c21;m7c22;m7c23;m7c23a;m7c24;m7c241;m7c242;m7c25;m7c251;m7c252;m7c253;m7c254;m7c26;m7c27;m7c27a;m7c28;m7c29;m7c30;m7c31;m7c32;m7c33;m7c34;m7c35;m7c36;m7c37;m7c38;m7c39;m7c391;m7c40;m7c41;m7c42;m7c43;m7c44
117;9;29;5;13;1;60;3;2004;4;1;2;;;;;170000;2;;;;;;2;;;;2;;;0;;;300;;;;;9;;;1;2;;1;216;1;1;1;960;3;2;;;1476;2;;;
117;9;29;5;14;1;38;3;1982;;1;2;;;;;100000;2;;;;;;2;;;;2;;;23400;;;0;;;;;9;;;1;2;;1;180;1;1;1;600;5;2;;;24180;2;;;
117;9;29;5;15;1;30;4;1993;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;2;;1;360;5;1;1;600;3;2;;;960;2;;;
117;11;4;5;13;1;65;3;1998;;1;2;;;;;250000;2;;;;;;2;;;;2;;;60000;;;0;;;;;4;1;1;1;9;;2;;1;1;1;1200;5;2;;;61200;2;;;
117;11;4;5;14;1;55;3;2001;4;1;2;;;;;140000;2;;;;;;2;;;;2;;;4200;;;0;;;;;9;;;1;5;2;2;;3;1;1;1260;3;2;;;5460;2;;;
117;11;4;5;15;1;180;4;1982;;1;2;;;;;170000;1;2;;;;30000;1;7;2007;20000;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;1200;5;2;;;21200;2;;;
117;11;9;17;14;1;70;4;2004;4;1;2;;;;;120000;2;;;;;;1;6;1998;;2;;;5000;;;0;;;;;9;;;1;5;2;2;;1;1;1;445;1;1;36;;5481;2;;;
117;11;9;17;15;1;75;3;2008;4;1;2;;;;;180000;2;;;;;;2;;;;1;100000;100000;0;;;0;;;;;2;;;1;2;;1;216;5;1;1;504;1;1;36;;100756;2;;;
117;11;9;17;19;1;50;4;2001;4;1;2;;;;;140000;2;;;;;;2;;;;2;;;7000;;;0;;;;;2;;;1;2;;1;300;3;1;1;576;1;1;36;;7912;2;;;
117;11;15;5;13;1;30;4;1999;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;9;;2;;3;1;1;460;3;2;;;460;2;;;
117;11;15;5;14;1;60;3;2007;4;1;2;;;;;95000;2;;;;;;2;;;;1;25000;17000;0;;;0;;;;;2;;;1;5;2;1;120;5;1;1;240;1;1;24;;17384;2;;;
117;11;15;5;15;1;60;4;1996;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;2;;1;150;5;1;1;300;1;1;12;;462;2;;;
117;11;19;21;13;1;105;2;2006;3;1;2;;;;;250000;1;2;;;;200000;1;3;2003;;2;;;0;;;0;;;;;9;;;1;1;;1;150;1;1;1;600;5;2;;;750;2;;;
117;11;19;21;14;1;35;4;1992;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;1500;;;;;9;;;1;5;1;2;;5;1;1;180;5;2;;;1680;2;;;
117;11;19;21;15;1;49;4;1994;;1;2;;;;;80000;1;2;;;;70000;1;11;1995;;2;;;0;;;4000;;;;;9;;;1;5;1;2;;5;1;1;204;5;2;;;4204;2;;;
117;11;23;16;13;1;28;4;1990;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;450;;;;;9;;;1;2;;1;144;1;1;1;240;1;1;12;;846;2;;;
117;11;23;16;14;1;35;4;1964;;1;2;;;;;25000;1;2;;;;18000;2;;;;2;;;0;;;40;;;;;9;;;1;2;;1;144;5;1;1;360;1;1;48;;592;2;;;
117;11;23;16;15;1;70;3;1995;;1;2;;;;;45500;2;;;;;;2;;;;2;;;0;;;150;;;;;9;;;1;2;;1;96;5;1;1;480;1;1;48;;774;2;;;
117;11;29;9;13;1;50;4;1993;;1;2;;;;;110000;2;;;;;;1;10;1997;;2;;;0;;;0;;;;;9;;;1;5;2;2;;5;1;1;540;3;2;;;540;2;;;
117;11;29;9;14;1;110;3;2007;4;1;2;;;;;194000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;360;5;2;;;360;2;;;
117;11;29;9;15;1;60;4;1995;;1;2;;;;;105000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;3;1;1;324;3;2;;;324;2;;;
117;13;5;4;13;1;120;2;1991;;1;2;;;;;370000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;1;;1;360;1;1;1;720;5;2;;;1080;1;2;;
117;13;5;4;14;1;100;2;1971;;1;2;;;;;280000;1;2;;;;150000;1;12;1998;;2;;;0;;;0;;;;;9;;;1;1;;1;300;1;1;1;360;5;2;;;660;2;;;
117;13;5;4;15;1;60;4;1983;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;1;;1;144;5;1;1;660;5;2;;;804;2;;;
117;13;11;11;13;1;32;2;1998;;1;2;;;;;105000;2;;;;;;2;;;;2;;;0;;;2025;;;;;9;;;1;4;2;2;;1;1;1;420;1;1;24;;2469;2;;;
117;13;11;11;14;1;65;4;1970;;1;2;;;;;52000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;3;1;1;360;1;1;24;;384;2;;;
117;13;11;11;15;1;50;4;1988;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;180;1;1;24;;204;2;;;
117;13;17;7;13;1;72;3;1992;;1;2;;;;;88500;1;2;;;;90000;1;11;2007;70000;2;;;0;;;0;;;;;9;;;1;4;2;2;;1;1;1;1200;2;2;;;71200;2;;;
117;13;17;7;14;1;85;3;2007;4;1;2;;;;;150000;2;;;;;;2;;;;1;110000;100000;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;540;2;2;;;100540;2;;;
117;13;17;7;15;1;28;4;1988;;1;2;;;;;65000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;6;1;1;180;2;2;;;180;2;;;
117;13;23;16;13;1;60;4;1982;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;480;5;2;;;480;2;;;
117;13;23;16;14;1;48;3;1999;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;420;3;2;;;420;2;;;
117;13;23;16;15;1;49;4;1995;;1;2;;;;;50000;2;;;;;;2;;;;2;;;36000;;;0;;;;;9;;;1;4;2;2;;5;1;1;480;5;2;;;36480;2;;;
117;13;29;5;13;1;55;3;2001;5;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;240;5;2;;;240;2;;;
117;13;29;5;14;1;140;3;1998;;1;2;;;;;50000;1;2;;;;20000;1;6;1996;;2;;;0;;;0;;;;;9;;;1;4;2;2;;1;1;1;480;5;2;;;480;1;2;;
117;13;29;5;15;1;48;4;1983;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;300;5;2;;;300;2;;;
117;13;33;16;13;1;44;4;1985;;1;2;;;;;40000;2;;;;;;2;;;;2;;;12000;;;0;;;;;9;;;1;4;2;2;;1;1;1;720;5;2;;;12720;2;;;
117;13;33;16;14;1;44;4;1985;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;360;5;2;;;360;2;;;
117;13;33;16;15;1;35;4;1991;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;420;5;2;;;420;2;;;
117;13;39;5;13;1;85;3;1969;;1;2;;;;;57000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;2;4;2;1;0;5;1;1;600;3;2;;;600;2;;;
117;13;39;5;14;1;78;4;1988;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;2;5;2;2;;5;1;1;516;1;1;24;;540;2;;;
117;13;39;5;15;1;78;3;1991;;1;2;;;;;112000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;1;1;1;600;1;1;24;;624;2;;;
117;15;1;18;13;1;60;4;1985;;1;2;;;;;250000;2;;;;;;2;;;;2;;;0;;;500;;;;;9;;;1;4;2;2;;1;1;1;960;1;1;60;;1520;2;;;
117;15;1;18;14;1;90;3;1992;;1;2;;;;;1700000;2;;;;;;2;;;;2;;;10000;;;0;;;;;9;;;1;3;;1;360;1;1;1;1200;1;1;60;;11620;2;;;
117;15;1;18;15;1;45;4;1993;;1;2;;;;;200000;2;;;;;;1;5;1980;;2;;;0;;;0;;;;;9;;;1;3;;1;180;1;1;1;480;1;1;60;;720;2;;;
117;15;11;14;13;1;45;4;2003;5;2;2;;;;;75000;1;2;;;;60000;2;;;;2;;;0;;;720;;;;;4;2;1;1;4;2;2;;5;1;1;420;3;2;;;1140;2;;;
117;15;11;14;15;1;30;5;2001;5;1;2;;;;;40000;2;;;;;;1;12;2000;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;360;3;2;;;360;2;;;
117;15;11;14;20;1;55;4;1992;;1;2;;;;;60000;2;;;;;;1;2;1992;;2;;;0;;;0;;;;;9;;;1;4;2;2;;1;1;1;360;3;2;;;360;2;;;
117;15;19;9;13;1;192;2;2004;4;1;2;;;;;1500000;1;2;;;;70000;1;8;1983;;2;;;35000;;;0;;;;;9;;;1;4;2;2;;1;1;1;2580;5;2;;;37580;1;1;12;150
117;15;19;9;14;1;60;3;2008;4;1;2;;;;;245000;2;;;;;;2;;;;1;132000;132000;0;;;0;;;;;9;;;1;4;2;2;;1;1;1;620;2;2;;;132620;2;;;
117;15;19;9;15;1;50;3;2005;4;1;2;;;;;250000;2;;;;;;1;11;1989;;2;;;0;;;0;;;;;9;;;1;4;2;2;;3;1;1;580;5;2;;;580;2;;;
117;15;25;12;13;1;40;4;1996;;1;2;;;;;190000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;3;;1;60;1;1;1;180;3;2;;;240;2;;;
117;15;25;12;14;1;40;4;1996;;1;2;;;;;96000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;3;;1;120;5;1;1;480;5;2;;;600;2;;;
117;15;25;12;15;1;40;3;1992;;1;2;;;;;300000;2;;;;;;2;;;;2;;;7000;;;0;;;;;9;;;1;3;;1;360;1;1;1;790;5;2;;;8150;2;;;
117;15;31;10;13;1;48;4;1996;;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;960;3;2;;;960;2;;;
117;15;31;10;14;1;30;4;2003;3;3;2;;;;;125000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;1;1;1;480;1;1;60;;540;2;;;
117;15;31;10;15;1;80;3;1991;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;1000;;;;;9;;;1;3;;1;500;1;1;1;840;2;2;;;2340;2;;;
117;15;37;15;13;1;60;4;2004;4;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;2;1;1;384;5;2;;;384;2;;;
117;15;37;15;14;1;60;3;2003;5;1;2;;;;;250000;1;2;;;;60000;1;11;2007;57000;2;;;0;;;0;;;;;9;;;1;5;2;2;;5;1;1;600;2;2;;;57600;2;;;
117;15;37;15;15;1;50;3;2001;4;1;2;;;;;120000;1;2;;;;87000;1;5;1997;;2;;;0;;;2200;;;;;9;;;1;6;2;2;;1;1;1;750;2;2;;;2950;2;;;
117;15;41;4;13;1;65;4;1986;;1;2;;;;;60000;2;;;;;;2;;;;2;;;2700;;;0;;;;;9;;;1;13;2;2;;3;1;1;180;5;2;;;2880;2;;;
117;15;41;4;14;1;40;4;1994;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;144;3;2;;;144;2;;;
117;15;41;4;19;1;50;4;1989;;1;2;;;;;150000;1;2;;;;120000;1;6;1995;;2;;;0;;;0;;;;;9;;;1;6;2;2;;1;1;1;600;3;2;;;600;2;;;
117;15;49;1;14;1;45;4;2000;;1;2;;;;;110000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;2;2;;5;1;1;240;3;2;;;240;2;;;
117;15;49;1;15;1;36;4;1999;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;13;2;2;;5;1;1;215;3;2;;;215;2;;;
117;15;49;1;19;1;45;4;2002;5;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;360;3;2;;;360;2;;;
201;1;1;16;13;1;80;4;1999;;1;2;;;;;180000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;7;2;2;;3;1;1;1140;1;1;60;;1200;2;;;
201;1;1;16;14;1;96;2;1997;;1;2;;;;;460000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;2;;1;540;1;1;1;960;1;1;60;;1560;2;;;
201;1;1;16;15;1;160;2;2001;2;1;2;;;;;300000;1;2;;;;350000;1;4;2006;;2;;;0;;;0;;;;;3;;;2;3;;1;960;1;1;1;3600;1;1;60;;4620;1;1;12;1400
201;1;7;10;13;1;200;2;2005;4;1;2;;;;;370000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;480;1;1;1;3600;1;1;84;;4164;2;;;
201;1;7;10;14;1;80;4;1995;;1;2;;;;;210000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;840;1;1;1;960;1;1;84;;1884;2;;;
201;1;7;10;15;1;80;2;1995;;1;2;;;;;450000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;960;1;1;1;2760;1;1;84;;3804;1;1;11;5000
201;3;11;3;13;1;48;4;1999;;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;3;8;2;2;;5;1;1;180;3;2;;;180;2;;;
201;3;11;3;14;1;60;4;1996;;1;2;;;;;9500;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;3;8;2;2;;5;1;1;360;3;2;;;360;2;;;
201;3;11;3;15;1;70;4;2000;;1;2;;;;;12000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;3;8;2;2;;5;1;1;240;3;2;;;240;2;;;
201;3;27;4;13;1;45;4;1999;;1;2;;;;;15000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;3;9;;2;;5;1;1;50;3;2;;;50;2;;;
201;3;27;4;14;1;45;4;1998;;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;3;9;;2;;5;1;1;120;3;2;;;120;2;;;
201;3;27;4;15;1;80;4;1990;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;3;9;;2;;5;1;1;480;3;2;;;480;2;;;
201;5;7;4;13;1;54;5;1999;;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;3;2;;1;360;5;1;1;480;3;2;;;840;2;;;
201;5;7;4;14;1;60;4;1998;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;3;2;;1;300;5;1;1;480;3;2;;;780;2;;;
201;5;7;4;15;1;60;4;2000;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;180;;;;;2;;;3;9;;1;120;6;1;1;216;3;2;;;516;2;;;
201;5;11;8;13;1;60;5;1998;;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;4;8;2;2;;6;1;1;50;3;2;;;50;2;;;
201;5;11;8;14;1;48;5;2005;5;1;2;;;;;6000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;3;8;2;2;;5;3;2;;3;2;;;0;2;;;
201;5;11;8;15;1;40;5;2007;4;1;2;;;;;7000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;4;9;;2;;6;3;2;;3;2;;;0;2;;;
201;5;31;8;13;1;97;4;2000;;1;2;;;;;41000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;1;13;2;2;;6;1;1;205;3;2;;;205;2;;;
201;5;31;8;14;1;130;4;1981;;1;2;;;;;54000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;1;13;2;2;;5;4;2;;3;2;;;0;2;;;
201;5;31;8;15;1;48;4;1997;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;1;13;2;2;;5;1;1;140;3;2;;;140;2;;;
201;7;2;20;13;2;115;4;2000;;1;2;;;;;36000;1;2;;;;17000;2;;;;2;;;0;;;120;;;;;7;2;2;1;7;2;2;;1;1;1;240;5;2;;;360;2;;;
201;7;2;20;14;1;48;5;1987;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;1;1;180;3;2;;;180;2;;;
201;7;2;20;15;1;42;3;1994;;1;2;;;;;11000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;6;1;1;840;3;2;;;840;2;;;
201;7;7;8;13;1;54;5;1994;;1;2;;;;;17000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;1;1;420;3;2;;;420;2;;;
201;7;7;8;14;1;32;5;1989;;1;2;;;;;13000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;1;1;540;3;2;;;540;2;;;
201;7;7;8;15;1;54;5;1987;;1;2;;;;;16000;2;;;;;;2;;;;2;;;0;;;420;;;;;8;2;1;1;8;2;2;;5;1;1;360;3;2;;;780;2;;;
201;7;25;2;13;1;70;4;2002;4;1;2;;;;;31000;2;;;;;;2;;;;2;;;0;;;190;;;;;7;2;1;1;7;2;2;;5;1;1;324;5;2;;;514;2;;;
201;7;25;2;14;1;60;4;2005;5;1;2;;;;;24000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;7;2;2;;5;1;1;276;5;2;;;276;2;;;
201;7;25;2;15;1;74;4;2005;4;1;2;;;;;29000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;7;2;2;;5;1;1;180;5;2;;;180;2;;;
201;9;7;7;13;1;30;5;2001;5;1;2;;;;;5000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;2;7;2;2;;6;1;1;180;3;2;;;180;2;;;
201;9;7;7;14;1;77;5;2000;;1;2;;;;;11000;2;;;;;;2;;;;2;;;0;;;80;;;;;7;2;1;2;7;2;2;;5;1;1;60;5;2;;;140;2;;;
201;9;7;7;15;1;50;5;2005;5;1;2;;;;;12000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;3;7;2;2;;5;1;1;96;5;2;;;96;2;;;
201;9;11;8;13;1;54;5;2005;5;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;7;2;1;50;5;1;1;50;3;2;;;100;2;;;
201;9;11;8;15;1;60;5;1994;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;7;2;1;55;5;1;1;144;3;2;;;199;2;;;
201;9;11;8;20;1;80;5;1992;;1;2;;;;;65000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;2;7;2;1;60;5;1;1;264;3;2;;;324;2;;;
201;11;11;8;13;1;68;5;1999;;1;2;;;;;17000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;6;1;1;240;3;2;;;240;2;;;
201;11;11;8;14;1;96;5;1996;;1;2;;;;;12000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;3;8;2;2;;5;1;1;300;3;2;;;300;2;;;
201;11;11;8;15;1;63;5;2002;5;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;3;8;2;2;;5;1;1;240;3;2;;;240;2;;;
201;13;19;3;13;1;58;4;2001;5;1;2;;;;;16000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;2;8;2;2;;5;1;1;84;3;2;;;84;2;;;
201;13;19;3;14;1;75;4;1990;;1;2;;;;;16000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;2;8;2;2;;5;1;1;100;3;2;;;100;2;;;
201;13;19;3;15;1;86;4;1999;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;5;1;1;120;3;2;;;120;2;;;
201;13;23;4;13;1;58;4;1999;;1;2;;;;;34000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;6;3;2;;3;2;;;0;2;;;
201;13;23;4;14;1;79;4;1997;;1;2;;;;;24000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;2;8;2;2;;6;1;1;80;3;2;;;80;2;;;
201;13;23;4;15;1;65;4;2000;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;850;;;;;8;2;2;2;8;2;2;;5;3;2;;3;2;;;850;2;;;
201;13;47;4;13;1;80;5;1986;;1;2;;;;;17000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;3;8;2;2;;5;4;2;;3;2;;;0;2;;;
201;13;47;4;14;1;80;5;1989;;1;2;;;;;16000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;5;4;2;;3;2;;;0;2;;;
201;13;47;4;15;1;40;5;2003;5;1;2;;;;;10000;1;2;;;;40000;2;;;;2;;;0;;;0;;;;;7;2;2;1;7;2;2;;5;4;2;;2;2;;;0;2;;;
201;15;1;5;13;1;60;3;2005;4;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;2;1;1;360;1;1;48;;408;2;;;
201;15;1;5;14;1;50;3;2000;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;3;;;1;3;;1;300;2;1;1;960;1;1;48;;1308;2;;;
201;15;1;5;15;1;32;4;2003;5;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;580;1;1;48;;628;2;;;
201;15;7;2;13;1;85;4;2006;4;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;1;1;13;2;1;0;5;4;2;;3;2;;;0;2;;;
201;15;7;2;14;1;86;4;2001;4;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;1;1;13;2;2;;5;4;2;;3;2;;;0;2;;;
201;15;7;2;15;1;80;5;2001;5;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;1;1;13;2;2;;5;3;2;;3;2;;;0;2;;;
201;15;13;9;13;1;68;4;2006;5;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;5;1;1;180;3;2;;;180;2;;;
201;15;13;9;14;1;100;4;2006;5;1;2;;;;;65000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;2;8;2;2;;5;1;1;240;3;2;;;240;2;;;
201;15;13;9;15;1;92;4;1997;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;5;1;1;140;3;2;;;140;2;;;
201;15;37;7;13;1;42;4;1993;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;2;1;1;480;1;1;48;;528;2;;;
201;15;37;7;14;1;120;2;1999;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;1;2;;1;1;1;600;1;1;48;;648;2;;;
201;15;37;7;15;1;112;2;2002;4;1;2;;;;;240000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1650;1;1;51;;1701;2;;;
201;15;41;5;13;1;88;4;1980;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;2;1;4;2;2;;2;1;1;360;3;2;;;360;2;;;
201;15;41;5;14;1;60;4;2007;5;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;2;1;6;2;2;;3;1;1;106;3;2;;;106;2;;;
201;15;41;5;15;1;70;4;2007;5;1;2;;;;;50000;1;2;;;;24000;2;;;;2;;;0;;;0;;;;;5;2;2;2;5;2;2;;5;1;1;300;3;2;;;300;2;;;
201;15;45;5;13;1;48;5;2004;5;1;2;;;;;12000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;2;8;2;2;;6;1;1;120;3;2;;;120;2;;;
201;15;45;5;14;1;40;5;1998;;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;2;13;2;2;;5;1;1;72;3;2;;;72;2;;;
201;15;45;5;15;1;46;4;2005;5;1;2;;;;;21000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;2;8;2;2;;6;1;1;120;3;2;;;120;2;;;
201;17;13;3;13;1;120;4;1998;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;2;13;2;2;;6;1;1;55;3;2;;;55;2;;;
201;17;13;3;14;1;90;4;1995;;1;2;;;;;32000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;1;8;2;2;;5;1;1;420;3;2;;;420;2;;;
201;17;13;3;15;1;100;4;1998;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;2;2;8;2;2;;6;1;1;80;3;2;;;80;2;;;
201;17;33;4;13;1;84;4;2000;;1;2;;;;;67000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;2;8;2;2;;5;1;1;210;5;2;;;210;2;;;
201;17;33;4;14;1;85;4;1997;;1;2;;;;;28000;2;;;;;;2;;;;2;;;0;;;3500;;;;;8;2;1;1;8;2;2;;5;1;1;192;3;2;;;3692;2;;;
201;17;33;4;15;1;94;4;2000;;1;2;;;;;62000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;2;8;2;2;;5;1;1;210;5;2;;;210;2;;;
201;19;3;6;13;1;60;4;2007;5;1;2;;;;;140000;2;;;;;;2;;;;1;96000;96000;0;;;0;;;;;9;;;1;9;;2;;5;1;1;432;5;2;;;96432;2;;;
201;19;3;6;14;1;30;4;1988;;1;2;;;;;12000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;8;2;2;;5;1;1;60;4;2;;;60;2;;;
201;19;3;6;15;1;48;4;1989;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;5;5;2;2;;2;1;1;360;4;2;;;360;2;;;
201;19;9;3;13;1;60;5;1999;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;2;8;2;2;;5;1;1;120;3;2;;;120;2;;;
201;19;9;3;14;1;48;5;1996;;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;1;1;1;7;2;2;;5;3;2;;4;2;;;0;2;;;
201;19;9;3;15;1;60;5;2000;;1;2;;;;;15000;2;;;;;;2;;;;2;;;0;;;0;;;;;8;2;1;1;8;2;2;;5;4;2;;4;2;;;0;2;;;
201;19;15;1;13;1;40;4;1990;;1;2;;;;;16000;2;;;;;;2;;;;2;;;0;;;0;;;;;7;2;1;1;7;2;2;;4;1;1;180;4;2;;;180;2;;;
201;19;15;1;14;1;91;4;1993;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;5250;;;;;8;2;1;1;8;2;2;;5;1;1;240;2;2;;;5490;2;;;
