_2015_h8,idstd2005,_2005_q86a10,_2005_q86a6,n5b,d1a3,l1,id2015,n2f,k2c,d2,d10,_2005_q86a9,n2i,_2005_q86a11,idstd2015,i2b,k1c,_2005_q86a1,_2005_q86a5,id2005,_2005_q86a3,n2e,idstd2009,_2005_q86a4,a6a,_2005_q86a8,id2009,i4b,n2a,_2005_q87d,d11,c9b,n5a,n2b,_2005_q87a,main_activity_sales,total_purchases_2015,purchased_on_credit
0.0,,,,0.0,80.0,42.0,,0.0,100.0,3000000000.0,0.0,,,,599518.0,,100.0,,,,,1500000000.0,467072.0,,2.0,,3048.0,10000000.0,1400000000.0,,0.0,0.0,0.0,80000000.0,,2400000000.0,0.0,0.0
0.0,,,,2200000000.0,80.0,150.0,,700000000.0,100.0,56000000000.0,0.0,,,,599523.0,120000000.0,70.0,,,,,41000000000.0,466611.0,,3.0,,1541.0,,7300000000.0,,0.0,,1800000000.0,1800000000.0,,44800000000.0,4000000000.0,2800000000.0
250000000.0,,,,0.0,50.0,250.0,10332.0,-9.0,0.0,250000000000.0,0.0,,,,599523.0,,80.0,,,,,-9.0,,,3.0,,,,25000000000.0,,0.0,,0.0,-9.0,,125000000000.0,250000000.0,200000000.0
100000000.0,,,,250000000.0,100.0,290.0,10337.0,-9.0,70.0,40000000000.0,2.0,,,,599524.0,-9.0,50.0,,,,,20000000000.0,,,3.0,,,,10000000000.0,,2.0,,300000000.0,-9.0,,40000000000.0,650000000.0,325000000.0
0.0,,,,0.0,40.0,65.0,,,80.0,265000000000.0,0.0,,212000000000.0,,599525.0,240000000.0,20.0,,,,,,466723.0,,2.0,,1864.0,,3600000000.0,,0.0,,1000000000.0,84000000.0,,106000000000.0,1000000000.0,200000000.0
0.0,,,,0.0,100.0,53.0,10354.0,,5.0,68000000000.0,0.0,,1000000000.0,,599525.0,,5.0,,,,,,,,2.0,,,,910000000.0,,0.0,,0.0,-9.0,,68000000000.0,0.0,0.0
0.0,,,,0.0,92.0,45.0,,,90.0,64500000000.0,0.0,,62500000000.0,,599527.0,22000000.0,98.0,,,,,,467107.0,,2.0,,3190.0,,1100000000.0,,0.0,7500000.0,500000000.0,144000000.0,,59340000000.0,500000000.0,490000000.0
0.0,,,,0.0,100.0,60.0,,300000000.0,100.0,20000000000.0,0.0,,,,599528.0,40000000.0,70.0,,,,,18000000000.0,466757.0,,2.0,,2026.0,,1200000000.0,,0.0,,2000000000.0,300000000.0,,20000000000.0,2000000000.0,1400000000.0
0.0,,,,0.0,100.0,150.0,10364.0,0.0,100.0,100000000000.0,0.0,,,,599528.0,3600000000.0,100.0,,,,,6000000000.0,,,3.0,,,,7200000000.0,,0.0,,0.0,4800000000.0,,100000000000.0,0.0,0.0
0.0,,,,0.0,100.0,150.0,,72000000.0,100.0,284000000000.0,0.0,,,,599529.0,84000000.0,90.0,,,,,261000000000.0,466760.0,,3.0,,2031.0,,5600000000.0,,0.0,,3500000000.0,800000000.0,,284000000000.0,3500000000.0,3150000000.0
0.0,,,,0.0,80.0,100.0,10367.0,-9.0,100.0,264000000000.0,0.0,,,,599529.0,3200000000.0,100.0,,,,,190000000000.0,,,3.0,,,,6000000000.0,,0.0,,0.0,1200000000.0,,211200000000.0,0.0,0.0
0.0,,,,1700000000.0,60.0,100.0,,850000000.0,100.0,18000000000.0,-7.0,,,,599530.0,21000000.0,80.0,,,,,11000000000.0,466772.0,,3.0,,2062.0,,2500000000.0,,-7.0,14000000.0,1000000000.0,240000000.0,,10800000000.0,2700000000.0,2160000000.0
0.0,,,,21000000000.0,100.0,150.0,10379.0,-9.0,100.0,60000000000.0,0.0,,,,599530.0,,90.0,,,,,34000000000.0,,,3.0,,,,18000000000.0,,0.0,,0.0,3000000000.0,,60000000000.0,21000000000.0,18900000000.0
0.0,,,,0.0,100.0,400.0,,200000000.0,100.0,35000000000.0,0.0,,,,599532.0,150000000.0,100.0,,,,,3000000000.0,466785.0,,3.0,,2092.0,,10000000000.0,,0.0,60000000.0,3800000000.0,300000000.0,,35000000000.0,3800000000.0,3800000000.0
0.0,,,,0.0,90.0,60.0,,650000000.0,10.0,58000000000.0,0.0,,,,599533.0,150000000.0,100.0,,,,,40000000000.0,466727.0,,2.0,,1873.0,30000000.0,4500000000.0,,0.0,,1200000000.0,300000000.0,,52200000000.0,1200000000.0,1200000000.0
0.0,,,,0.0,90.0,160.0,,3000000000.0,80.0,24000000000.0,0.0,,,,599535.0,,100.0,,,,,14500000000.0,467070.0,,3.0,,3044.0,,6000000000.0,,0.0,,0.0,1200000000.0,,21600000000.0,0.0,0.0
0.0,,,,23000000000.0,92.0,7200.0,,18400000000.0,100.0,1353000000000.0,0.0,,,,599537.0,400000000.0,100.0,,,,,745000000000.0,466864.0,,3.0,,2285.0,170000000.0,280000000000.0,,0.0,,8200000000.0,35000000000.0,,1244760000000.0,31200000000.0,31200000000.0
0.0,,,,0.0,100.0,53.0,10420.0,1200000000.0,50.0,200000000000.0,0.0,,,,599538.0,,50.0,,,,,180000000000.0,,,2.0,,,,3000000000.0,,1.0,,0.0,800000000.0,,200000000000.0,0.0,0.0
0.0,,,,13000000000.0,25.0,380.0,,5000000000.0,100.0,78000000000.0,-7.0,,,,599539.0,50000000.0,100.0,,,,,60000000000.0,466868.0,,3.0,,2303.0,,8000000000.0,,-7.0,,1000000000.0,600000000.0,,19500000000.0,14000000000.0,14000000000.0
20000000.0,,,,0.0,100.0,1000.0,10421.0,200000000.0,50.0,268200000000.0,0.0,,,,599539.0,,70.0,,,,,100000000000.0,,,3.0,,,,80000000000.0,,5.0,,0.0,500000000.0,,268200000000.0,20000000.0,14000000.0
0.0,,,,0.0,70.0,50.0,10423.0,,30.0,70000000000.0,0.0,,-9.0,,599541.0,,50.0,,,,,,,,2.0,,,,12000000000.0,,0.0,,0.0,1000000000.0,,49000000000.0,0.0,0.0
0.0,,,,20000000000.0,70.0,120.0,,,70.0,1250000000000.0,0.0,,,,599543.0,1000000000.0,0.0,,,,,,466873.0,,3.0,,2310.0,5000000000.0,5000000000.0,,0.0,2000000000.0,20000000000.0,,,875000000000.0,40000000000.0,0.0
20000000000.0,,,,0.0,90.0,7000.0,10426.0,7000000000.0,30.0,3054000000000.0,0.0,,,,599543.0,,30.0,,,,,2992000000000.0,,,3.0,,,,325000000000.0,,1.0,,0.0,10000000000.0,,2748600000000.0,20000000000.0,6000000000.0
0.0,,,,0.0,100.0,50.0,10429.0,500000000.0,50.0,120000000000.0,0.0,,,,599544.0,,50.0,,,,,80000000000.0,,,2.0,,,,600000000.0,,1.0,,0.0,300000000.0,,120000000000.0,0.0,0.0
0.0,,,,0.0,100.0,100.0,,600000000.0,100.0,10000000000.0,0.0,,,,599545.0,,0.0,,,,,3600000000.0,466877.0,,2.0,,2321.0,,3600000000.0,,0.0,,4000000000.0,1300000000.0,,10000000000.0,4000000000.0,0.0
150000000.0,,,,0.0,100.0,40.0,10430.0,2000000000.0,60.0,12000000000.0,0.0,,,,599545.0,12000000.0,0.0,,,,,6000000000.0,,,3.0,,,,2400000000.0,,0.0,,1500000000.0,300000000.0,,12000000000.0,1650000000.0,0.0
0.0,,,,2000000000.0,100.0,60.0,,120000000.0,100.0,5000000000.0,0.0,,,,599546.0,,0.0,,,,,2500000000.0,466879.0,,2.0,,2328.0,,1500000000.0,,0.0,,100000000.0,550000000.0,,5000000000.0,2100000000.0,0.0
0.0,,,,0.0,100.0,90.0,,400000000.0,100.0,29000000000.0,-7.0,,,,599547.0,100000000.0,100.0,,,,,10000000000.0,466885.0,,2.0,,2335.0,,400000000.0,,-7.0,,2000000000.0,450000000.0,,29000000000.0,2000000000.0,2000000000.0
0.0,,,,0.0,20.0,150.0,10438.0,200000000.0,50.0,300900000000.0,0.0,,,,599547.0,,50.0,,,,,20000000000.0,,,2.0,,,,80000000000.0,,0.0,,0.0,100000000.0,,60180000000.0,0.0,0.0
0.0,,,,0.0,100.0,2300.0,,800000000.0,100.0,-9.0,-7.0,,,,599548.0,,100.0,,,,,130000000000.0,466886.0,,3.0,,2339.0,,80000000000.0,,-7.0,,0.0,300000000.0,,-9.0,0.0,0.0
0.0,,,,0.0,100.0,300.0,10439.0,100000000.0,100.0,300000000000.0,0.0,,,,599548.0,,0.0,,,,,200000000000.0,,,3.0,,,,5000000000.0,,1.0,,0.0,400000000.0,,300000000000.0,0.0,0.0
0.0,,,,0.0,100.0,700.0,,85000000000.0,100.0,204000000000.0,-7.0,,,,599549.0,120000000.0,100.0,,,,,61200000000.0,466889.0,,3.0,,2348.0,,24000000000.0,,-7.0,,0.0,7400000000.0,,204000000000.0,0.0,0.0
0.0,,,,0.0,100.0,40.0,10442.0,1000000000.0,50.0,166400000000.0,0.0,,,,599549.0,,50.0,,,,,140000000000.0,,,2.0,,,,20000000000.0,,0.0,,0.0,1000000000.0,,166400000000.0,0.0,0.0
0.0,,,,0.0,100.0,170.0,,500000000.0,90.0,30000000000.0,0.0,,,,599550.0,30000000.0,70.0,,,,,15000000000.0,466892.0,,3.0,,2352.0,,5200000000.0,,0.0,,3800000000.0,1500000000.0,,30000000000.0,3800000000.0,2660000000.0
0.0,,,,0.0,100.0,140.0,,,40.0,500000000000.0,0.0,,,,599552.0,250000000.0,100.0,,,,,,466702.0,,3.0,,1789.0,,12000000000.0,,0.0,50000000.0,2000000000.0,,,500000000000.0,2000000000.0,2000000000.0
0.0,,,,30000000000.0,100.0,200.0,10452.0,1000000000.0,50.0,349000000000.0,0.0,,,,599552.0,,50.0,,,,,180000000000.0,,,3.0,,,,15000000000.0,,0.0,,52000000000.0,1300000000.0,,349000000000.0,82000000000.0,41000000000.0
0.0,,,,0.0,90.0,50.0,,250000000.0,70.0,18500000000.0,0.0,,,,599553.0,50000000.0,100.0,,,,,600000000.0,466732.0,,3.0,,1896.0,20000000.0,3800000000.0,,0.0,,100000000.0,120000000.0,,16650000000.0,100000000.0,100000000.0
0.0,,,,0.0,60.0,50.0,,0.0,70.0,10000000000.0,0.0,,,,599556.0,120000000.0,70.0,,,,,4500000000.0,467029.0,,2.0,,2797.0,,1800000000.0,,0.0,,300000000.0,200000000.0,,6000000000.0,300000000.0,210000000.0
-9.0,,,,0.0,100.0,100.0,10469.0,-9.0,100.0,62000000000.0,0.0,,,,599556.0,4000000000.0,50.0,,,,,30000000000.0,,,2.0,,,,12000000000.0,,0.0,,100000000.0,200000000.0,,62000000000.0,99999991.0,49999995.5
0.0,,,,8000000000.0,100.0,220.0,,12000000000.0,100.0,60000000000.0,0.0,,,,599557.0,170000000.0,100.0,,,,,15000000000.0,467031.0,,3.0,,2817.0,,7000000000.0,,0.0,,7000000000.0,1800000000.0,,60000000000.0,15000000000.0,15000000000.0
0.0,,,,0.0,100.0,280.0,10471.0,1000000000.0,100.0,100000000000.0,0.0,,,,599557.0,400000000.0,100.0,,,,,3000000000.0,,,2.0,,,,30000000000.0,,0.0,,0.0,3000000000.0,,100000000000.0,0.0,0.0
0.0,,,,0.0,100.0,1100.0,,-9.0,100.0,65000000000.0,0.0,,,,599558.0,,100.0,,,,,-9.0,467033.0,,3.0,,2824.0,19500000.0,36000000000.0,,0.0,,1800000000.0,250000000.0,,65000000000.0,1800000000.0,1800000000.0
42000000.0,,,,0.0,100.0,450.0,10473.0,-9.0,100.0,12000000000.0,0.0,,,,599558.0,,0.0,,,,,-9.0,,,3.0,,,,2200000000.0,,0.0,,2000000000.0,540000000.0,,12000000000.0,2042000000.0,0.0
0.0,,,,0.0,95.0,60.0,,3000000000.0,50.0,24000000000.0,5.0,,,,599559.0,180000000.0,50.0,,,,,4100000000.0,467041.0,,2.0,,2844.0,,1500000000.0,,5.0,750000000.0,82000000.0,1400000000.0,,22800000000.0,82000000.0,41000000.0
0.0,,,,0.0,70.0,120.0,,,100.0,700000000000.0,0.0,,,,599560.0,130000000.0,0.0,,,,,,467042.0,,3.0,,2846.0,,7480000000.0,,0.0,,300000000.0,,,490000000000.0,300000000.0,0.0
0.0,,,,0.0,100.0,200.0,10482.0,900000000.0,50.0,220000000000.0,0.0,,,,599560.0,,50.0,,,,,150000000000.0,,,3.0,,,,7300000000.0,,0.0,,0.0,500000000.0,,220000000000.0,0.0,0.0
0.0,,,,0.0,100.0,120.0,,200000000.0,100.0,3600000000.0,0.0,,,,599561.0,24000000.0,100.0,,,,,700000000.0,467052.0,,2.0,,2900.0,,1200000000.0,,0.0,,700000000.0,600000000.0,,3600000000.0,700000000.0,700000000.0
0.0,,,,0.0,100.0,100.0,10492.0,30000000.0,100.0,25000000000.0,0.0,,,,599561.0,,0.0,,,,,6000000000.0,,,2.0,,,,5000000000.0,,1.0,,3500000000.0,3000000000.0,,25000000000.0,3500000000.0,0.0
0.0,,,,0.0,70.0,80.0,10494.0,100000000.0,90.0,258300000000.0,0.0,,,,599563.0,,50.0,,,,,247000000000.0,,,2.0,,,,500000000.0,,0.0,,0.0,200000000.0,,180810000000.0,0.0,0.0
0.0,,,,0.0,100.0,50.0,,,80.0,30000000000.0,0.0,,,,599564.0,100000000.0,0.0,,,,,,467057.0,,2.0,,2914.0,,2000000000.0,,0.0,300000000.0,1000000000.0,,,30000000000.0,1000000000.0,0.0
0.0,,,,0.0,60.0,70.0,,-9.0,100.0,20000000000.0,-7.0,,,,599565.0,180000000.0,50.0,,,,,-9.0,467058.0,,2.0,,2915.0,,1600000000.0,,-7.0,,0.0,120000000.0,,12000000000.0,0.0,0.0
0.0,,,,0.0,80.0,100.0,10498.0,50000000.0,50.0,239400000000.0,0.0,,,,599565.0,,50.0,,,,,75000000000.0,,,2.0,,,,800000000.0,,0.0,,0.0,70000000.0,,191520000000.0,0.0,0.0
0.0,,,,10000000000.0,90.0,180.0,10504.0,,70.0,50000000000.0,-9.0,,-9.0,,599566.0,2640000000.0,70.0,,,,,,,,2.0,,,,10000000000.0,,1.0,,10000000000.0,-9.0,,45000000000.0,20000000000.0,14000000000.0
0.0,,,,0.0,100.0,85.0,,0.0,100.0,5000000000.0,-7.0,,,,599567.0,,100.0,,,,,700000000.0,466459.0,,3.0,,957.0,,900000000.0,,-7.0,,0.0,360000000.0,,5000000000.0,0.0,0.0
0.0,,,,0.0,100.0,50.0,10519.0,100000000.0,80.0,105300000000.0,0.0,,,,599569.0,,60.0,,,,,80000000000.0,,,2.0,,,,300000000.0,,0.0,,0.0,200000000.0,,105300000000.0,0.0,0.0
0.0,,,,0.0,100.0,400.0,,600000000.0,100.0,19800000000.0,0.0,,,,599576.0,216000000.0,100.0,,,,,1000000000.0,466510.0,,3.0,,1187.0,,7200000000.0,,0.0,,0.0,480000000.0,,19800000000.0,0.0,0.0
0.0,,,,3000000000000.0,65.0,320.0,,,0.0,1700000000000.0,0.0,,,,599577.0,,100.0,,,,,,466513.0,,3.0,,1200.0,,80000000000.0,,0.0,,5400000000.0,,,1105000000000.0,3005400000000.0,3005400000000.0
0.0,,,,0.0,70.0,450.0,10559.0,,50.0,-9.0,-7.0,,-9.0,,599577.0,,50.0,,,,,,,,3.0,,,,-9.0,,0.0,,0.0,-9.0,,-6.3,0.0,0.0
0.0,,,,0.0,60.0,260.0,,426000000.0,20.0,48000000000.0,0.0,,,,599578.0,81.0,50.0,,,,,19200000000.0,466515.0,,3.0,,1208.0,,18000000000.0,,0.0,,980000000.0,300000000.0,,28800000000.0,980000000.0,490000000.0
-9.0,,,,0.0,60.0,160.0,10561.0,1000000000.0,90.0,50000000000.0,0.0,,,,599578.0,1800000000.0,90.0,,,,,20000000000.0,,,2.0,,,30000000.0,15000000000.0,,2.0,,400000000.0,1000000000.0,,30000000000.0,399999991.0,359999991.90000004
0.0,,,,0.0,100.0,50.0,10572.0,300000000.0,50.0,189000000000.0,0.0,,,,599581.0,,50.0,,,,,130000000000.0,,,2.0,,,,480000000.0,,0.0,,0.0,120000000.0,,189000000000.0,0.0,0.0
0.0,,,,0.0,70.0,120.0,,100000000.0,100.0,50000000000.0,0.0,,,,599588.0,72000000.0,0.0,,,,,21000000000.0,466712.0,,2.0,,1831.0,,5500000000.0,,0.0,,0.0,700000000.0,,35000000000.0,0.0,0.0
0.0,,,,0.0,60.0,70.0,10629.0,200000000.0,30.0,12000000000.0,0.0,,,,599595.0,240000000.0,30.0,,,,,5000000000.0,,,2.0,,,,3000000000.0,,0.0,,400000000.0,2000000000.0,,7200000000.0,400000000.0,120000000.0
0.0,,,,0.0,-9.0,80.0,,30000000.0,50.0,24000000000.0,0.0,,,,599597.0,100000000.0,50.0,,,,,20000000000.0,466720.0,,2.0,,1856.0,,1200000000.0,,0.0,,3000000000.0,70000000.0,,-2160000000.0,3000000000.0,1500000000.0
0.0,,,,0.0,60.0,96.0,10637.0,480000000.0,70.0,190000000000.0,0.0,,,,599597.0,300000000.0,70.0,,,,,-9.0,,,2.0,,,50000000.0,5180000000.0,,0.0,,0.0,360000000.0,,114000000000.0,0.0,0.0
0.0,,,,0.0,60.0,140.0,,,50.0,15000000000.0,0.0,,14000000000.0,,599601.0,50000000.0,100.0,,,,,,467101.0,,2.0,,3172.0,,6000000000.0,,0.0,,2500000000.0,500000000.0,,9000000000.0,2500000000.0,2500000000.0
0.0,,,,0.0,60.0,600.0,,15000000000.0,20.0,306000000000.0,0.0,,,,599603.0,510000000.0,100.0,,,,,200000000000.0,466799.0,,3.0,,2128.0,,20000000000.0,,0.0,,-9.0,22000000000.0,,183600000000.0,-9.0,-9.0
0.0,,,,0.0,99.0,700.0,10666.0,15000000000.0,50.0,800000000000.0,0.0,,,,599603.0,360000000.0,40.0,,,,,600000000000.0,,,3.0,,,30000000.0,40000000000.0,,10.0,,0.0,1000000000.0,,792000000000.0,0.0,0.0
0.0,,,,0.0,90.0,50.0,10670.0,,30.0,1760000000.0,1.0,,-9.0,,599605.0,,0.0,,,,,,,,2.0,,,,300000000.0,,1.0,,0.0,-9.0,,1584000000.0,0.0,0.0
0.0,,,,0.0,60.0,50.0,10674.0,,30.0,114000000000.0,0.0,,-9.0,,599606.0,,30.0,,,,,,,,2.0,,,,4600000000.0,,0.0,,0.0,72000000.0,,68400000000.0,0.0,0.0
0.0,,,,0.0,70.0,230.0,,,20.0,108000000000.0,0.0,,,,599610.0,480000000.0,50.0,,,,,,466817.0,,3.0,,2172.0,,12000000000.0,,0.0,,15000000000.0,,,75600000000.0,15000000000.0,7500000000.0
0.0,,,,0.0,70.0,80.0,,15000000.0,60.0,132000000000.0,0.0,,14000000000.0,,599612.0,144000000.0,60.0,,,,,517300000.0,466729.0,,2.0,,1882.0,,1515000000.0,,0.0,,2000000000.0,72000000.0,,92400000000.0,2000000000.0,1200000000.0
0.0,,,,0.0,80.0,60.0,10690.0,,20.0,3500000000.0,0.0,,2700000000.0,,599612.0,30000000.0,15.0,,,,,,,,2.0,,,,200000000.0,,0.0,,0.0,48000000.0,,2800000000.0,0.0,0.0
0.0,60445.0,,,0.0,80.0,45.0,,175000000.0,70.0,2000000000.0,0.0,,,,,,0.0,,,,,1000000000.0,466102.0,,2.0,,9.0,,400000000.0,,0.0,,0.0,120000000.0,,1600000000.0,0.0,0.0
0.0,60443.0,,,0.0,50.0,55.0,,24000000.0,100.0,20000000000.0,0.0,,,,,600000000.0,20.0,,,,,16000000000.0,466106.0,,2.0,,18.0,,4000000000.0,,0.0,,2000000000.0,480000000.0,,10000000000.0,2000000000.0,400000000.0
0.0,60895.0,,,0.0,100.0,200.0,,0.0,100.0,11880000000.0,-7.0,,,,,40800000.0,0.0,,,,,3600000000.0,466109.0,,3.0,,23.0,,4800000000.0,,-7.0,,1650000000.0,480000000.0,,11880000000.0,1650000000.0,0.0
0.0,60780.0,,,-9.0,90.0,2000.0,,-9.0,80.0,178000000000.0,0.0,,,,,600000000.0,-9.0,,,,,-9.0,466110.0,,3.0,,29.0,,-9.0,,0.0,-9.0,10000000000.0,-9.0,,160200000000.0,9999999991.0,-899999999.1899999
0.0,60011.0,,,6000000000.0,98.0,5000.0,,1800000000.0,98.0,620000000000.0,0.0,,,,,600000000.0,80.0,,,,,220000000000.0,466111.0,,3.0,,31.0,,155000000000.0,,0.0,,38000000000.0,6000000000.0,,607600000000.0,44000000000.0,35200000000.0
0.0,60457.0,,,0.0,100.0,40.0,,0.0,80.0,1800000000.0,-7.0,,,,,,100.0,,,,,180000000.0,466113.0,,2.0,,33.0,,750000000.0,,-7.0,,0.0,540000000.0,,1800000000.0,0.0,0.0
0.0,60003.0,,,0.0,70.0,100.0,,,100.0,178000000000.0,0.0,,,,,6000000.0,100.0,,,,,,466114.0,,3.0,,34.0,,1900000000.0,,0.0,,0.0,,,124600000000.0,0.0,0.0
0.0,60783.0,,,500000000.0,90.0,500.0,,1000000000.0,95.0,69000000000.0,0.0,,,,,500000000.0,40.0,,,,,40000000000.0,466115.0,,3.0,,37.0,,17000000000.0,,0.0,,4000000000.0,2500000000.0,,62100000000.0,4500000000.0,1800000000.0
0.0,60232.0,,,0.0,60.0,180.0,,550000000.0,98.0,52000000000.0,0.0,,,,,120000000.0,97.0,,,,,26000000000.0,466116.0,,3.0,,40.0,,4700000000.0,,0.0,15000000.0,900000000.0,1100000000.0,,31200000000.0,900000000.0,873000000.0
0.0,60463.0,,,-9.0,100.0,180.0,,-8.0,30.0,170000000000.0,0.0,,-8.0,,,240000000.0,90.0,,,,,-8.0,466117.0,,3.0,,41.0,20000000.0,-8.0,,0.0,,-9.0,-8.0,,170000000000.0,-18.0,-16.2
0.0,60789.0,,,0.0,100.0,60.0,,2000000000.0,100.0,30000000000.0,0.0,,,,,120000000.0,100.0,,,,,20000000000.0,466118.0,,2.0,,42.0,,2500000000.0,,0.0,,8000000000.0,2000000000.0,,30000000000.0,8000000000.0,8000000000.0
0.0,60430.0,,,8000000000.0,50.0,50.0,,1500000000.0,100.0,91000000000.0,3.0,,,,,150000000.0,0.0,,,,,6500000000.0,466119.0,,2.0,,43.0,,2500000000.0,,1.0,,1500000000.0,236000000.0,,45500000000.0,9500000000.0,0.0
0.0,60013.0,,,-9.0,60.0,197.0,,-9.0,0.0,100000000000.0,0.0,,,,,306000000.0,0.0,,,,,-8.0,466121.0,,3.0,,60.0,,19700000000.0,,0.0,,500000000.0,2000000000.0,,60000000000.0,499999991.0,0.0
0.0,60974.0,,,3060000000.0,100.0,700.0,,0.0,100.0,306000000000.0,0.0,,,,,360000000.0,100.0,,,,,214000000000.0,466122.0,,3.0,,61.0,10000000.0,34000000000.0,,0.0,,3400000000.0,15300000000.0,,306000000000.0,6460000000.0,6460000000.0
0.0,60004.0,,,0.0,35.0,250.0,,4000000000.0,90.0,129000000000.0,0.0,,,,,360000000.0,0.0,,,,,90000000000.0,466123.0,,3.0,,62.0,,15000000000.0,,0.0,100000000.0,5000000000.0,3600000000.0,,45150000000.0,5000000000.0,0.0
0.0,60464.0,,,0.0,100.0,70.0,,696000000.0,100.0,2500000000.0,0.0,,,,,240000000.0,30.0,,,,,1750000000.0,466125.0,,2.0,,65.0,,24000000.0,,0.0,,0.0,30000000.0,,2500000000.0,0.0,0.0
0.0,60006.0,,,0.0,90.0,281.0,,33000000000.0,60.0,200000000000.0,0.0,,,,,120000000.0,100.0,,,,,34000000000.0,466132.0,,3.0,,78.0,,7000000000.0,,1.0,,6000000000.0,7000000000.0,,180000000000.0,6000000000.0,6000000000.0
0.0,60737.0,,,0.0,100.0,50.0,,4200000000.0,-9.0,50000000000.0,0.0,,,,,6000000.0,10.0,,,,,1500000000.0,466133.0,,2.0,,84.0,,3600000000.0,,0.0,,2000000000.0,132000000.0,,50000000000.0,2000000000.0,200000000.0
0.0,60739.0,,,0.0,95.0,50.0,,0.0,90.0,108000000000.0,0.0,,,,,80000000.0,100.0,,,,,95000000000.0,466134.0,,2.0,,86.0,,6400000000.0,,0.0,1000000000.0,6000000000.0,3800000000.0,,102600000000.0,6000000000.0,6000000000.0
0.0,60971.0,,,0.0,100.0,286.0,,1000000000.0,0.0,2300000000000.0,0.0,,,,,30000000.0,100.0,,,,,1500000000000.0,466138.0,,3.0,,91.0,,20000000000.0,,0.0,,0.0,2400000000.0,,2300000000000.0,0.0,0.0
0.0,60781.0,,,0.0,80.0,68.0,,0.0,10.0,28500000000.0,0.0,,,,,100000000.0,60.0,,,,,21600000000.0,466141.0,,2.0,,95.0,,2160000000.0,,0.0,,0.0,84000000.0,,22800000000.0,0.0,0.0
0.0,60738.0,,,170000000000.0,100.0,300.0,,56000000000.0,80.0,280000000000.0,0.0,,,,,,50.0,,,,,100000000000.0,466142.0,,2.0,,96.0,,18000000000.0,,1.0,,68000000000.0,5000000000.0,,280000000000.0,238000000000.0,119000000000.0
0.0,60440.0,,,0.0,100.0,60.0,,-9.0,10.0,24000000000.0,0.0,,,,,100000000.0,40.0,,,,,19000000000.0,466145.0,,2.0,,110.0,,600000000.0,,0.0,,600000000.0,250000000.0,,24000000000.0,600000000.0,240000000.0
0.0,60777.0,,,0.0,34.0,67.0,,0.0,95.0,27000000000.0,0.0,,,,,,90.0,,,,,20000000000.0,466146.0,,2.0,,111.0,,3000000000.0,,0.0,,900000000.0,36000000.0,,9180000000.0,900000000.0,810000000.0
0.0,60448.0,,,67117000000.0,100.0,400.0,,50000000000.0,80.0,836000000000.0,0.0,,,,,600000000.0,100.0,,,,,750000000000.0,466148.0,,3.0,,114.0,,12000000000.0,,0.0,20000000000.0,49000000000.0,12000000000.0,,836000000000.0,116117000000.0,116117000000.0
0.0,60422.0,,,0.0,100.0,102.0,,-8.0,70.0,-9.0,0.0,,,,,180000000.0,60.0,,,,,120000000000.0,466149.0,,2.0,,116.0,,5000000000.0,,0.0,,6000000000.0,-8.0,,-9.0,6000000000.0,3600000000.0
0.0,60419.0,,,0.0,80.0,200.0,,0.0,20.0,40000000000.0,-9.0,,,,,,90.0,,,,,-8.0,466150.0,,3.0,,128.0,,-8.0,,0.0,,8000000000.0,350000000.0,,32000000000.0,8000000000.0,7200000000.0
0.0,60451.0,,,0.0,50.0,80.0,,100000000.0,30.0,15000000000.0,5.0,,,,,30000000.0,0.0,,,,,10000000000.0,466151.0,,3.0,,131.0,,2200000000.0,,0.0,,2000000000.0,300000000.0,,7500000000.0,2000000000.0,0.0
0.0,60749.0,,,2000000000.0,97.0,145.0,,5550000000.0,50.0,88000000000.0,0.0,,,,,150000000.0,20.0,,,,,60000000000.0,466154.0,,3.0,,142.0,,3950000000.0,,1.0,,4000000000.0,1200000000.0,,85360000000.0,6000000000.0,1200000000.0
0.0,60512.0,,,0.0,100.0,200.0,,180000000.0,45.0,7800000000.0,0.0,,,,,10000000.0,100.0,,,,,-9.0,466157.0,,3.0,,148.0,3000000.0,1200000000.0,,0.0,,200000000.0,400000000.0,,7800000000.0,200000000.0,200000000.0
0.0,60147.0,,,0.0,95.0,185.0,,600000000.0,90.0,91000000000.0,2.0,,,,,100000000.0,75.0,,,,,60000000000.0,466158.0,,3.0,,149.0,,4000000000.0,,1.0,,300000000.0,400000000.0,,86450000000.0,300000000.0,225000000.0
0.0,60800.0,,,0.0,100.0,90.0,,0.0,20.0,15000000000.0,0.0,,,,,80000000.0,0.0,,,,,9000000000.0,466162.0,,2.0,,156.0,,900000000.0,,0.0,,200.0,250000000.0,,15000000000.0,200.0,0.0
0.0,60041.0,,,0.0,98.0,130.0,,5000000000.0,70.0,100000000000.0,0.0,,,,,250000000.0,70.0,,,,,85000000000.0,466164.0,,3.0,,160.0,,3500000000.0,,0.0,20000000.0,2000000000.0,8000000000.0,,98000000000.0,2000000000.0,1400000000.0
0.0,60511.0,,,20000000000.0,90.0,134.0,,500000000.0,100.0,33000000000.0,0.0,,,,,100000000.0,90.0,,,,,30000000000.0,466165.0,,2.0,,161.0,,2500000000.0,,0.0,,3000000000.0,120000000.0,,29700000000.0,23000000000.0,20700000000.0
